id,russian,lincos,category,subcategory,difficulty,concepts
logic_1267,b является элементом множества Rat,b ∈ Rat,logic,membership,2,"['logic', 'membership']"
math_658,один плюс восемь равно девять,1 + 1000 = 1001,math,addition,1,"['arithmetic', 'addition']"
math_474,пятнадцать плюс пятнадцать равно тридцать,1111 + 1111 = 11110,math,addition,1,"['arithmetic', 'addition']"
math_959,четырнадцать умножить на один равно четырнадцать,1110 * 1 = 1110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_386,"если z равно y, то y равно z",z = y . → . y = z,logic,implication,2,"['logic', 'implication']"
logic_158,"если z равно c, то c равно z",z = c . → . c = z,logic,implication,2,"['logic', 'implication']"
comp_318,двадцать больше восемнадцать,10100 > 10010,comparison,больше,1,"['comparison', 'inequality']"
math_1186,девять плюс шесть равно пятнадцать,1001 + 110 = 1111,math,addition,1,"['arithmetic', 'addition']"
logic_638,a является элементом множества Int,a ∈ Int,logic,membership,2,"['logic', 'membership']"
logic_1073,"для всех c, если c принадлежит Com, то c принадлежит Int",∧ c . c ∈ Com . → . c ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_611,"если x равно a, то a равно x",x = a . → . a = x,logic,implication,2,"['logic', 'implication']"
comp_414,двенадцать меньше или равно двадцать,1100 ≤ 10100,comparison,меньше или равно,1,"['comparison', 'inequality']"
comp_482,три меньше или равно тринадцать,11 ≤ 1101,comparison,меньше или равно,1,"['comparison', 'inequality']"
math_258,три умножить на тринадцать равно тридцать девять,11 * 1101 = 100111,math,multiplication,1,"['arithmetic', 'multiplication']"
math_472,три плюс тринадцать равно шестнадцать,11 + 1101 = 10000,math,addition,1,"['arithmetic', 'addition']"
comp_363,пятнадцать больше восемь,1111 > 1000,comparison,больше,1,"['comparison', 'inequality']"
logic_548,a равно x,a = x,logic,equality,1,"['logic', 'equality']"
comp_180,двадцать больше двенадцать,10100 > 1100,comparison,больше,1,"['comparison', 'inequality']"
math_624,два плюс одиннадцать равно тринадцать,10 + 1011 = 1101,math,addition,1,"['arithmetic', 'addition']"
comp_2,четырнадцать больше или равно восемь,1110 ≥ 1000,comparison,больше или равно,1,"['comparison', 'inequality']"
math_371,четыре умножить на три равно двенадцать,100 * 11 = 1100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_175,три делить на один равно три,11 / 1 = 11,math,division,1,"['arithmetic', 'division']"
math_351,пятнадцать минус восемь равно семь,1111 - 1000 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_47,"если c равно z, то z равно c",c = z . → . z = c,logic,implication,2,"['logic', 'implication']"
math_346,семь умножить на девять равно шестьдесят три,111 * 1001 = 111111,math,multiplication,1,"['arithmetic', 'multiplication']"
math_137,девять минус шесть равно три,1001 - 110 = 11,math,subtraction,1,"['arithmetic', 'subtraction']"
math_646,одиннадцать плюс пять равно шестнадцать,1011 + 101 = 10000,math,addition,1,"['arithmetic', 'addition']"
logic_988,"существует b такой, что b принадлежит Com",∨ b . b ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
math_544,три умножить на три равно девять,11 * 11 = 1001,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_710,z равно c,z = c,logic,equality,1,"['logic', 'equality']"
math_1173,одиннадцать минус четыре равно семь,1011 - 100 = 111,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_186,a равно y,a = y,logic,equality,1,"['logic', 'equality']"
comp_164,четыре меньше одиннадцать,100 < 1011,comparison,меньше,1,"['comparison', 'inequality']"
logic_1393,c равно a,c = a,logic,equality,1,"['logic', 'equality']"
math_800,один умножить на девять равно девять,1 * 1001 = 1001,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1066,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
math_142,девять плюс пятнадцать равно двадцать четыре,1001 + 1111 = 11000,math,addition,1,"['arithmetic', 'addition']"
math_846,одиннадцать делить на одиннадцать равно один,1011 / 1011 = 1,math,division,1,"['arithmetic', 'division']"
comp_312,тринадцать больше четыре,1101 > 100,comparison,больше,1,"['comparison', 'inequality']"
comp_92,четырнадцать меньше шестнадцать,1110 < 10000,comparison,меньше,1,"['comparison', 'inequality']"
math_799,семь плюс семь равно четырнадцать,111 + 111 = 1110,math,addition,1,"['arithmetic', 'addition']"
logic_767,x является элементом множества Com,x ∈ Com,logic,membership,2,"['logic', 'membership']"
comp_327,один меньше или равно один,1 ≤ 1,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_131,"для всех c, если c принадлежит Com, то c принадлежит Rat",∧ c . c ∈ Com . → . c ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
math_908,десять умножить на три равно тридцать,1010 * 11 = 11110,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_52,"существует y такой, что y принадлежит Num",∨ y . y ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
math_1208,десять минус два равно восемь,1010 - 10 = 1000,math,subtraction,1,"['arithmetic', 'subtraction']"
logic_865,"если y равно x, то x равно y",y = x . → . x = y,logic,implication,2,"['logic', 'implication']"
math_26,шесть плюс тринадцать равно девятнадцать,110 + 1101 = 10011,math,addition,1,"['arithmetic', 'addition']"
comp_411,девять меньше или равно пятнадцать,1001 ≤ 1111,comparison,меньше или равно,1,"['comparison', 'inequality']"
logic_458,c равно y,c = y,logic,equality,1,"['logic', 'equality']"
logic_413,"существует x такой, что x принадлежит Int",∨ x . x ∈ Int,logic,quantifier,3,"['logic', 'quantifier']"
logic_180,"существует a такой, что a принадлежит Num",∨ a . a ∈ Num,logic,quantifier,3,"['logic', 'quantifier']"
logic_1006,y равно c,y = c,logic,equality,1,"['logic', 'equality']"
math_881,два умножить на четырнадцать равно двадцать восемь,10 * 1110 = 11100,math,multiplication,1,"['arithmetic', 'multiplication']"
math_1111,три плюс девять равно двенадцать,11 + 1001 = 1100,math,addition,1,"['arithmetic', 'addition']"
math_41,два плюс четыре равно шесть,10 + 100 = 110,math,addition,1,"['arithmetic', 'addition']"
logic_249,"существует a такой, что a принадлежит Com",∨ a . a ∈ Com,logic,quantifier,3,"['logic', 'quantifier']"
logic_1031,"если z равно x, то x равно z",z = x . → . x = z,logic,implication,2,"['logic', 'implication']"
comp_431,одиннадцать больше десять,1011 > 1010,comparison,больше,1,"['comparison', 'inequality']"
comp_82,восемь меньше четырнадцать,1000 < 1110,comparison,меньше,1,"['comparison', 'inequality']"
logic_542,"для всех y, если y принадлежит Rea, то y принадлежит Rat",∧ y . y ∈ Rea . → . y ∈ Rat,logic,quantifier,3,"['logic', 'quantifier']"
logic_327,z равно a,z = a,logic,equality,1,"['logic', 'equality']"
math_1222,десять умножить на один равно десять,1010 * 1 = 1010,math,multiplication,1,"['arithmetic', 'multiplication']"
logic_1274,"если x равно y, то y равно x",x = y . → . y = x,logic,implication,2,"['logic', 'implication']"
logic_764,x равно b,x = b,logic,equality,1,"['logic', 'equality']"
math_642,девять плюс десять равно девятнадцать,1001 + 1010 = 10011,math,addition,1,"['arithmetic', 'addition']"
